id,merchantName
6130,Smart Protein
6132,Godiva Chocolates
6133,Dekoria
6218,ZipVit
6134,Rush Shop
6141,pretaportobello.com
6144,DQT
6145,Caesars Entertainment (Global)
6146,Mark Warner
6151,Elysian
6153,Gerry Weber
6154,Baker Ross IE
6157,Elizabeth Arden
6158,EasyToBook (Global)
6159,Carwow
6160,Wheelies
6162,Tostadora T-shirts
6164,Stradivarius
6165,The Gas Superstore
6166,Warehouse Aquatics
6170,minicabit
6172,AirTurn (US)
6174,DDF Skincare (US)
6175,Tailorstore
6176,Sandos Hotels &amp; Resorts (Global)
6178,BodyChef
6179,Planet Organic
6180,DECIEM The Abnormal Beauty Company
6181,My Business Profile
6188,JustPark
6189,Hawkshead
6197,LaughStub (US)
6198,ElectroStub (US)
6199,TuneStub (US)
6200,Instant Print
6204,QD stores
6205,Top Vintage
6207,HQhair.com (US &amp; CA)
6208,Mybag.com (US &amp; CA)
6209,Coggles (US &amp; CA)
6210,Allsole (US &amp; CA)
6211,Mankind (US &amp; CA)
6212,BeautyExpert (US &amp; CA)
6213,Bicy Insurance
6219,Science in Sport
6220,Etsy (US)
6222,Essential Travel
6224,Fonehouse
6225,Protein Dynamix
6227,Vanmildert
6229,The Underfloor Heating Store
6231,Premier Gourmet Foods
6232,Tresor Paris
6235,Rail Card
6238,Bonanza (Global)
6239,Bigondiy
6241,Park Cameras
6242,Lombok
6243,RAC Car Passport - Buyer
6244,Polarn O Pyret
6245,Waitrose Garden
6248,National Lighting
6249,eGlobal Central
6252,tru diamonds
6256,Chi Chi Clothing
6257,IngramSpark (Global)
6363,Hive
6258,Whoartnow Limited
6263,Evolutions Organics
6267,Ski Total
6270,Pink Boutique
6277,Bodybuilding.com (Global)
6279,Very Exclusive
6281,IPSL
6282,ED place
6727,The Fashion Bible
6284,Homescapes
6285,Expedia IE
6286,Hotels.com IE
6287,rlrdistribution.co.uk
6288,Fiverr (Global)
6289,Rural Retreats
6290,Hiscox Underwriting Group Services Ltd
6291,LED Planet
6292,Allianz Assistance (UK)
6293,Protyre
6294,Peter Hahn
6296,EasyJet Holidays
6297,The London Mint Office
6299,Millennium &amp; Copthorne Hotels (Global)
6301,Celtic &amp; Co
6306,Transfer Go
6311,HiFX (US)
6312,MyPerfectResume (US &amp; CA)
6313,Hawkin&#39;s Bazaar
6314,Simply Cook
6316,Looking4Parking
6322,Waitrose Gifts
6318,Beachbody (Global)
6319,Lily Silk
6321,Bedeck Home
6323,Booking.com (Mexico)
6324,Booking.com (APAC)
6328,AA Credit Cards
6329,Lillian Rose Flowers
6331,Lightbulbs Direct
6332,Disney.ie
6334,Little Black Dress
6335,LendUp (US)
6336,HMV
6337,Talkmobile
6338,Majestic Wine Calais
6340,Capturing Couture (US)
6341,Oak Furniture King
6342,All Outdoor
6343,Public Desire
6344,TenTel
6346,AllSaints IE
6349,Shorefield Holidays
6350,Kensington (US)
6351,National Pen
6402,Post Office Travel Insurance
6353,Gifts.co.uk
6355,The Sting
6688,Tripashore
6364,Fasthosts
6366,ID Mobile
6367,LSA International
6369,CROWDERS
6370,Eurail.com (Global)
6371,Swagbucks (US &amp; CA)
6372,CLEAR (US)
6373,Kingsmills Hotel
6374,Vitamin Bay
6375,Post Office Telephony
6376,Post Office Credit Card
6396,Easylife Group
6390,MyPerfectCV (UK)
6378,AliExpress (Global)
6379,Miss Foxy
6382,Currency Solutions
6638,Miss Pap
6388,Abel &amp; Cole
6394,Travelzoo (US &amp; CA)
6607,GearBest (Global)
6398,DealExtreme - DX.com (Global)
6399,Virgin Media
6400,Virgin Mobile
6401,Studio 8
6403,Boots Designer Sunglasses
6407,wood and beyond
6408,Otel
6409,Car Parts 4 Less
6411,Tweeks Cycles
6412,Uber Kids
6413,Pure Collection Limited
6414,Cult Beauty
6415,Thomas Lyte Limited
6418,Blue Vanilla
6419,Sofas and Stuff Limited
6420,The View From The Shard
6421,One.com (US)
6422,Bennetts
6423,CW Clothes
6424,Post Office National Payments
6426,Eve Mattress
6427,Dance Direct
6459,Debenhams Wines
6461,Debenhams Hampers
6493,Post Office Insurance
6496,Gymshark
6497,Everything 5 Pounds
6499,Manuka Doctor
6501,Holland &amp; Barrett (Ireland)
6504,Pop In A Box
6505,My Geek Box
6506,Metrofone
6507,Mio Skincare
6510,Gala Bingo
6511,Matalan Direct
6513,Go Vype
6514,Gala Casino
6515,Hyperoptic B2B
6516,Saga Money
6517,Humax Direct Limited
6518,Pretty Little Thing IE
6519,Amba Hotels
6520,every hotels
6521,GH Bass
6522,Artfinder
6524,Happy Socks
6525,Babys Mart
6526,Mamas &amp; Papas
6527,Boutique.Goldsmiths
6530,Bogner (Global)
6531,Mountain Travel Sobek (US)
6533,New Balance
6535,Plusnet Mobile
6537,Village Hotel Club
6538,Demon Tweeks
6539,Explore
6540,Slingsby
6541,One Garden
6542,Land&#39;s End
6545,Flavourly
6547,St. Frank (US)
6549,Debt Navigator
6550,8Ball
6551,Boots Travel Insurance
6553,Links of London
6554,Udemy
6555,Folli Follie
6557,Millennium Hotels
6561,Perfume Click
6569,Nisbets (IE)
6591,Desigual (US)
6570,CitizenM Hotels (Global)
6573,Lasula
6574,GoDaddy
6575,TPO Mobile (US)
6585,UK Swimwear
6587,eDreams (US)
6756,Bluebella
6590,AVG
6732,Taste Card
6593,Timetospa
6595,EVOLUTION SLIMMING
6596,bOnline broadband
6597,From Vineyards Direct
6601,Elemis
6602,Gemporia
6604,Zee and Co
6605,BUYSEND.COM LIMITED
6606,Agoda.com (UK)
6613,wearall.com
6615,Alpine Elements
6616,Jollies Sweets
6617,BARGAINMAX LIMITED
6618,PHD Supplements
6619,Private White VC
6620,TK Maxx
6622,Pedalsure
6625,Clas Ohlson UK
6626,Cwaak
6632,Dickies
6628,James Villa Holidays
6629,Toxicfox
6633,Eyewearbrands.com
6635,Insure4music
6636,E-File.com (US)
6642,Mio Skincare (Global)
6643,Ticketmaster IE
6645,Lamoda
6647,Boden SCANDI
6649,everything-led.co.uk
6650,Oceanwide Expeditions (Global)
6652,Forever Bespoke
6655,Net Flights
6656,Pull &amp; Bear
6657,FreedomPop
6658,TOUS (Global)
6660,clickandgo.com
6663,The Royal British Legion
6664,Poppyshop
6665,LeonisaUK
6667,Pro Direct Soccer
6670,Loot Crate (Global)
7142,La Poste Mobile
6674,QickPick (US)
6675,Tech21 (US &amp; CA)
6676,The Rug House
6678,bPay
6681,japancentre.com
6682,Kiwi.com (Skypicker)
6685,Tile Giant
6687,Headwater
6692,2Modern (US)
6693,morlandssheepskin.co.uk
6694,Zuma Office Supply (US)
6695,Fancy Fresher
6696,The Original Factory Shop
6699,Naked Wines
6700,Hipstore
6701,Ticketmaster Gift Cards
6704,Netgiant
6705,Tristar Products UK
6706,Mirillis (Global)
6708,EZ Prints (Global)
6709,AA Balance Transfer Credit Card
6710,AA Low Rate Credit Card
6711,AA FuelSave Credit Card
6714,Alibaba (Global)
6715,Digital High Street
6716,CLASSIC FOOTBALL SHIRTS LIMITED
6717,Evander
6718,Graham &amp; Brown
6722,Bed Factory Direct
6724,VITL
6728,Pacific Holidays
6729,247 Home Rescue
6733,Dell Outlet
6734,Hazel and Kent
6736,Sellto
6737,Insure4Boats
6738,Gunplan
6739,My Geek Box (US)
6740,Virgos Lounge
6743,Casetify (Global)
6744,Qatar Airways (Global)
6745,Pop In a Box (US)
6747,The Sun HND
6748,renskincare.com
6749,A1 Connect
6750,Rosemary Conley
6752,Fy
6753,Dolly and Dotty
6754,Earlybird
6755,Zenfolio (US &amp; CA)
6757,Go Compare
6771,Uniqlo
6759,The Watch Superstore
6761,VAOLA
6764,Brand Attic
6765,Alton Towers
6766,Treatwell (IE)
6769,Mister Spex UK
6770,BBC Store
6773,Chatham
6774,Rattan Direct
6776,Booking.com - Roomsales (US)
6777,Tinhat
6779,Bed Store
6781,Newfrog
6783,Carte Zero FR
6784,Shining Diamonds
6785,Caudalie
6821,Tredz Limited
6786,Robinson&#39;s Shoes
6790,modafirma.com
6791,Loud Clothing
6792,MAX&amp;Co
6793,Shrek Adventures
6795,Europcar International UK
6797,JewelScent (US)
6798,edX (Global)
6799,Deramores
6800,Deramores (CA)
6801,Buy As You View
6804,Old English Inns
6806,Pebble Pillows (US)
6807,rareEARTH Naturals (US)
6809,Approved Food
6812,Bella Mia Boutique
6813,Whistlefish
6817,Choice Furniture Superstore
6818,CFS Online
6819,Furntastic
6822,Falke
6824,Maxwell Scott Bags
6825,Public Desire (US &amp; CA)
6827,moreschi
6829,Urban Retreat
6841,resultswithlucy.com
6844,Berghaus
6846,Firecult
6850,careco.co.uk
6851,Vape Direct
6852,Decibel Nutrition
6854,FabFitFun (US)
6856,Achica
6857,Lancer Skincare
6861,Wiggle Cycle Insurance
6863,Direct Doors
6866,MightyMongoose (US &amp; CA)
6868,better life
6870,Sheridan UK
6872,Megabus Gold
6873,Pepe Jeans
6874,AirfareWatchdog (US)
6875,brightminds.co.uk
6878,simbasleep.com
6879,Maje
6882,Missguided (US &amp; CA)
6884,Pet and Country
6886,Treatwell App Download Campaign
6888,Graze Shop
6893,Pro:Direct Soccer (US)
6894,TLF Apparel (US &amp; CA)
6895,Pro Direct Running
6896,Pro Direct Cricket
6897,Pro Direct Select
6898,Pro Direct Rugby
6899,Pro Direct Tennis
6901,RueDuCommerce FR
6902,Ecco Shoes UK
6903,Charles Stanley Direct
6905,Box of Style
6908,Direct Bikes
6909,The Queen&#39;s 90th
6910,Warwick Castle Breaks
6912,Revital
6913,Battle of Atlantic
6914,Leisure Lakes Bikes
6915,Patrick Pearce
6916,GAA Store
6920,Shapeways
6921,The White Company (US &amp; CA)
6922,Yopa.co.uk
6923,AA Savings
7203,Julian Charles
6924,Conforama FR
6925,BJORN BORG AB (US)
6926,BJORN BORG AB (CA)
6927,systemsat.co.uk
6929,Grow Gorgeous
6930,Scandinavian Design Center
6931,VAPEMATE
6932,Met Rx
6934,The Caravan Club
6935,One.com
6938,Designer Desirables
6939,Etsy (CAD)
6941,Super Cheap Signs (US)
6942,Huge Rugby
6943,Forever 21
6949,Franfinance FR
6951,"Virus Eraser, Inc."
6953,Winfields Outdoors
6954,American Express Gadget Insurance
6955,www.shop4toys.com
6956,iQualTech
6957,Woav
6958,Yves Rocher FR
6959,Y-cam
6960,Viovet
6964,Sephora FR
6967,Oscaro.com
6969,Voyages-sncf.com
6970,Soci&eacute;t&eacute; G&eacute;n&eacute;rale FR
6972,Cetelem Conso Affiliation
6973,Cetelem Immobilier Affiliation
6975,Kiabi FR
6979,Jersey Pottery
6982,Tech in the basket
6984,Domino&#39;s Pizza - Tracker
6985,Reiss
6986,Dell (Main Account)
6987,Manuka Doctor (US)
6988,Marley Spoon (US)
6990,Sarenza FR
6991,Castorama FR
6994,Do Sport Live
6999,Axa FR
7000,Axa_Banque_FR
7001,HomeSuite (US)
7002,Trend Micro
7004,Flower Station Ltd
7005,Addison Lee App Download Campaign
7006,Bows Boutiques
7007,Lostmy.name
7009,BoohooMan.com
7010,Profile Financial Solutions
7012,Mont_St_Michel_FR
7013,Mere_Poulard_FR
7014,Direct-Travel.co.uk
7015,Medical Travel insurance
7016,Booking Buddy (US)
7017,SpeedyHen
7019,Mayoral
7021,Probioslim (US)
7023,Babysecurity
7024,Origin Broadband
7025,Pro Direct Basketball
7026,DPlantes FR
7027,O&#39;Neill
7028,PDSA
7029,Decathlon FR
7031,Leo Le Pirate FR
7033,Content Beauty
7034,Tile Magic
7036,Miroir Lumineux FR
7037,Okamac FR
7038,Viator - A TripAdvisor Company
7148,Mister Maker
7041,Saga Magazines
7044,Help for Heroes
7051,MyBabyDressing FR
7052,Tesco Groceries
7053,East
7054,Cofidis
7055,365 Tickets
7056,Redmond
7057,Jabra
7058,Bjorn Borg
7059,Younited Credit FR
7060,Credit Moderne Ocean Indien FR
7061,Cr&eacute;dit Moderne Antilles Guyane FR
7064,Scottage FR
7066,Courir FR
7067,Credigo FR
7069,Myprotein FR
7070,Voyages-SNCF - Programme Train
7071,Generali Epargne
7072,Madeleine FR
7073,Renault FR
7074,Renault APV
7075,Generali Iard
7076,Renault Shop
7077,Renault V&eacute;hicule Occasion
7078,Renault V&eacute;hicules Utilitaires
7079,Renault_Zo
7080,Renault Push
7081,Dacia.fr
7082,Dacia APV
7086,Snapfish.FR
7088,OnSong
7090,Tesco Direct
7091,Tesco F&amp;F Clothing
7093,Tesco Mobile
7094,Tesco Wine
7096,ESCADA
7100,Undiz FR
7101,Balinea FR
7104,Smallable FR
7105,Tati FR
7106,Ghost
7110,GE Money Bank FR
7111,Histoire_Or
7112,Bonobo FR
7114,zoom.co.uk
7115,Goldstar (USA)
7124,Peebles Hydro
7129,Astute Graphics
7130,Be Jealous
7132,Emoovz FR
7136,Mayoral FR
7137,Ticketbis (US &amp; CA)
7138,DressLily
7139,RoseGal
7140,SammyDress
7141,Jennyfer FR
7143,Efectiv Nutrition
7144,Asics
7146,Asics Clearance
7149,Lottoland Ireland
7150,Culture Secrets FR
7152,www.sheenfallscountryclub.ie
7153,Jura Watches
7154,C.W. Sellors
7157,The Shutter Store (US)
7158,We Are Colony (UK)
7159,Claudie Pierlot FR
7160,French Blossom FR
7161,Pretavoir
7168,HP (US)
7169,HP Canada
7170,Electrical Europe
7172,Trendy Butler (US &amp; CA)
7173,Gym Cube
7174,Myprotein (CA)
7175,ClipChamp
7176,Strength.com (US)
7177,Petit Bateau FR
7178,Ground Level
7179,Fashionette
7180,The Ticket Factory
7181,BA&amp;SH FR
7182,Original and Unrestored
7183,Cofinoga FR
7184,Pure Collection (US)
7185,Wayfair
7186,momondo UK
7187,The Watch Cabin
7189,Woolovers Ireland
7196,Miista
7197,momondo IE
7198,Momondo US
7199,Momondo CA
7200,We Are Colony (US &amp; CA)
7201,Souleiado FR
7204,Dell Small Business
7205,hydeandsleep
7210,1ink.com (US)
7212,Grow Gorgeous (US)
7213,Ted &amp; Muffy
7217,Motorola
7218,AppartCity FR
7219,StubHub (US)
7220,Neutral Sensitive Skin
7221,vouchercodes.co.uk
7222,Viator FR
7223,L TUR FR - 2016
7224,MyShop Solaire FR
7226,Secret Sales Limited
7227,Email Flights
7228,jigsaw-and-more
7229,Gorgeous Cottages
7230,Canon (UK)
7232,Golda&#39;s Kitchen (CA)
7248,Aramis Auto
7256,Bathstore
7258,Beautiful Box FR
7261,BUT
7262,Lily&#39;s Kitchen
7265,Ted &amp; Muffy US
7269,Cyrillus FR
7277,Elite Auto FR
7281,Josh V
7282,HOT!MESS
7285,Elle Sport
7286,Raisin FR
7289,Picniq
7291,Dezzal (US)
7293,ArtRepublic (US &amp; CA)
7302,Orange FAI
7303,Orange Jeux FR
7327,DJI
7305,Orange Mobile
7310,RED by SFR FR
7315,SFR FR
7317,Smartphoto FR
7320,Sosh
7321,Syndic One FR
7325,LaFourchette FR
7329,WaterAid
7330,MMA ZeroTracasTV
7332,Protein World
7348,Experience Days (US)
7359,Vestiaire Collective FR
7370,Clarins FR
7398,10 Motives
7404,Superdry FR
7406,Pull&amp;Bear FR
7409,Ray-Ban FR
7415,Guess FR
7418,Europcar FR
7424,Stylebop FR
7426,Stradivarius FR
7430,Ticketmaster FR
7442,Home24 FR
7454,Pursue Fitness
7457,Finsbury FR
7464,Binck FR
7469,Camera King
7482,Missguided FR
7491,Kurt Geiger FR
7501,Made FR
7502,DHL Envoi FR
7506,Bonusprint
7507,Albelli
7676,Thrifty
7512,Maisons du Monde
7513,Olly Gan FR
7514,Babbel
7515,cable and cotton
7516,Sanctuary Bathrooms
7517,Tweak Mattress
7518,Flubit Deals
7523,LAPEYRE FR
7524,IDANO FR
7526,www.unshackled.com
7528,HotelStorm (US)
7531,Hand On Heart Jewellery
7533,PrettyLittleThing (US)
7535,The Protein Works IE
7538,Toople
7544,Miss Patina
7545,McAfee Canada
7547,Miah.co.uk
7550,Great British Meat
7552,Honor (US)
7560,BeArty.co.uk
7553,Bodybuilding UK
7555,Quelle Energie FR
7558,HP (Mexico)
7561,Photoservice FR
7567,Liberty Games
7568,Le Petit Olivier FR
7569,Juwelo FR
7574,Lights.co.uk
7575,London Sock Company
7579,Photostation FR
7582,Atelier Du Livre FR
7744,Serenata Flowers FR
7583,Get Me A Ticket
7585,Tilley Endurables (CA)
7586,Tilley Endurables (US)
7589,Strideline (US &amp; CA)
7590,SupplementHunt (US)
7664,Fekkai (US &amp; CA)
7666,Otty Sleep
7673,Ecco Shoes Outlet
7677,Jockey Club Racecourses Limited
7685,Mister Spex FR
7692,Graham &amp; Brown (US)
7694,easyHotel
7698,Latest in Beauty
7701,Beauty Coiffure FR
7709,Zeek
7712,Living DNA
7713,Camara FR
7714,Golf Support
7724,Criterium Cycles
7728,Auchan FR
7729,HSNStore FR
7730,Zipjet
7732,Lillian Vernon (US)
7733,Current Catalog (US)
7734,Colorful Images (US)
7735,Darty FR
7740,Shop.CoolMaterial (US)
7741,The Cambridge Satchel Company
7746,IT Governance (EU)
7749,Zaful (US)
7750,Trendeo
7757,ING Direct FR
7758,Banque Casino FR
7775,HSBC FR
7781,Italy Advertiser
7788,Fioulmarket.fr
7796,Tassimo FR
